student_id,course_id,semester,grade,attendance_rate
979,10,Spring 2026,,94.76
979,6,Spring 2026,B,80.54
979,11,Fall 2025,D,63.97
979,5,Fall 2025,B,66.01
980,3,Spring 2026,D,66.88
980,6,Spring 2026,D,81.85
980,2,Fall 2025,D,69.96
981,3,Fall 2025,C,60.2
981,12,Spring 2026,F,66.64
981,10,Spring 2026,B,68.49
982,12,Spring 2026,A,67.72
982,2,Spring 2026,D,77.43
982,8,Fall 2025,A,85.51
982,6,Fall 2025,A,87.41
982,9,Spring 2026,B,77.56
983,12,Spring 2026,A,69.6
983,3,Fall 2025,A,74.4
983,9,Spring 2026,B,67.01
983,6,Spring 2026,F,73.93
984,5,Spring 2026,A,64.7
984,10,Fall 2025,F,92.35
984,7,Fall 2025,B,72.71
984,12,Fall 2025,C,73.91
984,3,Spring 2026,F,78.13
985,4,Fall 2025,C,89.06
985,9,Fall 2025,B,68.37
985,10,Fall 2025,B,73.63
985,8,Fall 2025,F,98.78
985,12,Spring 2026,C,94.68
985,3,Fall 2025,B,81.12
985,1,Spring 2026,F,66.55
986,3,Fall 2025,B,82.64
986,10,Fall 2025,A,91.51
986,12,Spring 2026,D,68.71
986,11,Fall 2025,A,77.41
986,5,Spring 2026,D,67.21
986,7,Spring 2026,F,97.03
987,11,Spring 2026,C,86.54
987,12,Fall 2025,C,65.87
987,8,Spring 2026,D,83.86
987,10,Fall 2025,A,78.42
987,5,Fall 2025,B,75.23
988,4,Spring 2026,C,62.62
988,2,Fall 2025,B,96.19
988,5,Fall 2025,F,68.71
988,12,Spring 2026,D,74.91
988,10,Spring 2026,D,89.61
988,8,Spring 2026,F,96.97
988,11,Fall 2025,A,79.42
989,10,Spring 2026,F,68.78
989,12,Spring 2026,,66.3
989,8,Spring 2026,A,69.18
989,6,Fall 2025,C,89.88
990,3,Fall 2025,C,94.79
990,7,Spring 2026,D,79.71
990,1,Spring 2026,D,93.14
991,4,Spring 2026,A,87.4
991,8,Fall 2025,C,66.6
991,7,Spring 2026,F,91.92
992,8,Spring 2026,D,71.13
992,10,Spring 2026,D,62.51
992,3,Fall 2025,F,76.22
993,5,Fall 2025,F,92.47
993,6,Spring 2026,B,92.93
993,4,Fall 2025,C,64.22
993,10,Spring 2026,A,77.57
993,8,Spring 2026,F,85.98
994,6,Fall 2025,C,69.58
994,12,Spring 2026,D,85.77
994,3,Spring 2026,C,84.82
994,9,Fall 2025,D,83.66
994,10,Fall 2025,D,83.57
995,7,Spring 2026,,92.98
995,12,Fall 2025,F,92.85
995,3,Spring 2026,C,77.71
996,9,Spring 2026,F,68.51
996,6,Spring 2026,D,91.91
996,7,Fall 2025,F,99.79
996,5,Fall 2025,A,93.03
996,8,Spring 2026,D,95.78
996,11,Fall 2025,A,77.41
997,8,Spring 2026,B,91.3
997,1,Spring 2026,C,95.02
997,4,Fall 2025,A,92.59
997,12,Spring 2026,B,92.74
997,6,Spring 2026,B,65.98
997,5,Spring 2026,B,71.24
997,9,Fall 2025,F,63.12
998,6,Spring 2026,A,66.25
998,10,Fall 2025,F,62.02
998,4,Fall 2025,C,61.34
998,12,Fall 2025,D,90.79
998,11,Spring 2026,A,91.76
998,1,Fall 2025,A,95.15
999,12,Spring 2026,,93.39
999,8,Spring 2026,F,63.79
999,9,Fall 2025,F,66.93
999,7,Fall 2025,A,90.55
999,1,Spring 2026,F,95.0
999,3,Spring 2026,A,96.35
999,6,Fall 2025,B,69.33
1000,12,Fall 2025,F,86.19
1000,1,Spring 2026,A,64.32
1000,8,Fall 2025,A,60.53
